,gene_name,combined_name_id
AT3G05470,AT3G05470,AT3G05470 (AT3G05470)
AT3G05480,RAD9,RAD9 (AT3G05480)
AT3G05490,RALFL22,RALFL22 (AT3G05490)
AT3G05500,AT3G05500,AT3G05500 (AT3G05500)
AT3G05510,AT3G05510,AT3G05510 (AT3G05510)
AT3G05520,CPA,CPA (AT3G05520)
AT3G05530,RPT5A,RPT5A (AT3G05530)
AT3G05545,AT3G05545,AT3G05545 (AT3G05545)
AT3G05550,AT3G05550,AT3G05550 (AT3G05550)
AT3G05560,AT3G05560,AT3G05560 (AT3G05560)
AT3G05570,AT3G05570,AT3G05570 (AT3G05570)
AT3G05580,TOPP9,TOPP9 (AT3G05580)
AT3G05590,RPL18,RPL18 (AT3G05590)
AT3G05620,AT3G05620,AT3G05620 (AT3G05620)
AT3G05625,AT3G05625,AT3G05625 (AT3G05625)
AT3G05630,PLDP2,PLDP2 (AT3G05630)
AT3G05640,AT3G05640,AT3G05640 (AT3G05640)
AT3G05650,RLP32,RLP32 (AT3G05650)
AT3G05660,RLP33,RLP33 (AT3G05660)
AT3G05670,AT3G05670,AT3G05670 (AT3G05670)
AT3G05675,AT3G05675,AT3G05675 (AT3G05675)
AT3G05680,EMB2016,EMB2016 (AT3G05680)
AT3G05685,AT3G05685,AT3G05685 (AT3G05685)
AT3G05690,NF-YA2,NF-YA2 (AT3G05690)
AT3G05700,AT3G05700,AT3G05700 (AT3G05700)
AT3G05710,SYP43,SYP43 (AT3G05710)
AT3G05730,AT3G05730,AT3G05730 (AT3G05730)
AT3G05740,RECQI1,RECQI1 (AT3G05740)
AT3G05750,TRM6,TRM6 (AT3G05750)
AT3G05760,AT3G05760,AT3G05760 (AT3G05760)
AT3G05800,AIF1,AIF1 (AT3G05800)
AT3G05810,AT3G05810,AT3G05810 (AT3G05810)
AT3G05820,INVH,INVH (AT3G05820)
AT3G05830,AT3G05830,AT3G05830 (AT3G05830)
AT3G05840,ATSK12,ATSK12 (AT3G05840)
AT3G05850,MUG7,MUG7 (AT3G05850)
AT3G05870,APC11,APC11 (AT3G05870)
AT3G05880,RCI2A,RCI2A (AT3G05880)
AT3G05890,RCI2B,RCI2B (AT3G05890)
AT3G05900,AT3G05900,AT3G05900 (AT3G05900)
AT3G05905,AT3G05905,AT3G05905 (AT3G05905)
AT3G05910,AT3G05910,AT3G05910 (AT3G05910)
AT3G05932,AT3G05932,AT3G05932 (AT3G05932)
AT3G05935,AT3G05935,AT3G05935 (AT3G05935)
AT3G05936,AT3G05936,AT3G05936 (AT3G05936)
AT3G05937,AT3G05937,AT3G05937 (AT3G05937)
AT3G05940,AT3G05940,AT3G05940 (AT3G05940)
AT3G05970,LACS6,LACS6 (AT3G05970)
AT3G05990,AT3G05990,AT3G05990 (AT3G05990)
AT3G06010,ATCHR12,ATCHR12 (AT3G06010)
AT3G06020,FAF4,FAF4 (AT3G06020)
AT3G06030,NP3,NP3 (AT3G06030)
AT3G06035,AT3G06035,AT3G06035 (AT3G06035)
AT3G06040,AT3G06040,AT3G06040 (AT3G06040)
AT3G06050,PRXIIF,PRXIIF (AT3G06050)
AT3G06060,TSC10A,TSC10A (AT3G06060)
AT3G06070,AT3G06070,AT3G06070 (AT3G06070)
AT3G06080,TBL10,TBL10 (AT3G06080)
AT3G06100,NIP7;1,NIP7;1 (AT3G06100)
AT3G06110,MKP2,MKP2 (AT3G06110)
AT3G06120,MUTE,MUTE (AT3G06120)
AT3G06125,AT3G06125,AT3G06125 (AT3G06125)
AT3G06130,AT3G06130,AT3G06130 (AT3G06130)
AT3G06140,LUL4,LUL4 (AT3G06140)
AT3G06145,AT3G06145,AT3G06145 (AT3G06145)
AT3G06150,AT3G06150,AT3G06150 (AT3G06150)
AT3G06160,AT3G06160,AT3G06160 (AT3G06160)
AT3G06170,AT3G06170,AT3G06170 (AT3G06170)
AT3G06180,AT3G06180,AT3G06180 (AT3G06180)
AT3G06190,BPM2,BPM2 (AT3G06190)
AT3G06200,AT3G06200,AT3G06200 (AT3G06200)
AT3G06210,AT3G06210,AT3G06210 (AT3G06210)
AT3G06240,AT3G06240,AT3G06240 (AT3G06240)
AT3G06250,FRS7,FRS7 (AT3G06250)
AT3G06270,AT3G06270,AT3G06270 (AT3G06270)
AT3G06290,SAC3B,SAC3B (AT3G06290)
AT3G06300,P4H2,P4H2 (AT3G06300)
AT3G06310,AT3G06310,AT3G06310 (AT3G06310)
AT3G06320,AT3G06320,AT3G06320 (AT3G06320)
AT3G06330,AT3G06330,AT3G06330 (AT3G06330)
AT3G06340,AT3G06340,AT3G06340 (AT3G06340)
AT3G06350,MEE32,MEE32 (AT3G06350)
AT3G06360,AGP27,AGP27 (AT3G06360)
AT3G06370,NHX4,NHX4 (AT3G06370)
AT3G06380,TLP9,TLP9 (AT3G06380)
AT3G06400,CHR11,CHR11 (AT3G06400)
AT3G06410,AT3G06410,AT3G06410 (AT3G06410)
AT3G06420,ATG8H,ATG8H (AT3G06420)
AT3G06430,PPR2,PPR2 (AT3G06430)
AT3G06435,AT3G06435,AT3G06435 (AT3G06435)
AT3G06437,AT3G06437,AT3G06437
AT3G06440,AT3G06440,AT3G06440 (AT3G06440)
AT3G06450,AT3G06450,AT3G06450 (AT3G06450)
AT3G06455,AT3G06455,AT3G06455 (AT3G06455)
AT3G06470,AT3G06470,AT3G06470 (AT3G06470)
AT3G06480,AT3G06480,AT3G06480 (AT3G06480)
AT3G06483,PDK,PDK (AT3G06483)
AT3G06490,MYB108,MYB108 (AT3G06490)
AT3G06500,A/N-InvC,A/N-InvC (AT3G06500)
AT3G06510,SFR2,SFR2 (AT3G06510)
AT3G06520,AT3G06520,AT3G06520 (AT3G06520)
AT3G06530,AT3G06530,AT3G06530 (AT3G06530)
AT3G06540,REP,REP (AT3G06540)
AT3G06550,RWA2,RWA2 (AT3G06550)
AT3G06570,AT3G06570,AT3G06570 (AT3G06570)
AT3G06580,GALK,GALK (AT3G06580)
AT3G06590,AT3G06590,AT3G06590 (AT3G06590)
AT3G06600,AT3G06600,AT3G06600 (AT3G06600)
AT3G06610,AT3G06610,AT3G06610 (AT3G06610)
AT3G06620,AT3G06620,AT3G06620 (AT3G06620)
AT3G06630,AT3G06630,AT3G06630 (AT3G06630)
AT3G06650,ACLB-1,ACLB-1 (AT3G06650)
AT3G06660,AT3G06660,AT3G06660 (AT3G06660)
AT3G06670,AT3G06670,AT3G06670 (AT3G06670)
AT3G06680,AT3G06680,AT3G06680 (AT3G06680)
AT3G06690,AT3G06690,AT3G06690 (AT3G06690)
AT3G06700,AT3G06700,AT3G06700 (AT3G06700)
AT3G06720,IMPA-1,IMPA-1 (AT3G06720)
AT3G06730,TRX z,TRX z (AT3G06730)
AT3G06740,GATA15,GATA15 (AT3G06740)
AT3G06750,AT3G06750,AT3G06750 (AT3G06750)
AT3G06760,AT3G06760,AT3G06760 (AT3G06760)
AT3G06770,AT3G06770,AT3G06770 (AT3G06770)
AT3G06778,AT3G06778,AT3G06778 (AT3G06778)
AT3G06780,AT3G06780,AT3G06780 (AT3G06780)
AT3G06790,MORF3,MORF3 (AT3G06790)
AT3G06810,IBR3,IBR3 (AT3G06810)
AT3G06820,BRCC36B,BRCC36B (AT3G06820)
AT3G06840,AT3G06840,AT3G06840 (AT3G06840)
AT3G06850,BCE2,BCE2 (AT3G06850)
AT3G06860,MFP2,MFP2 (AT3G06860)
AT3G06868,AT3G06868,AT3G06868 (AT3G06868)
AT3G06870,AT3G06870,AT3G06870 (AT3G06870)
AT3G06880,AT3G06880,AT3G06880 (AT3G06880)
AT3G06890,AT3G06890,AT3G06890 (AT3G06890)
AT3G06910,ULP1A,ULP1A (AT3G06910)
AT3G06920,AT3G06920,AT3G06920 (AT3G06920)
AT3G06930,PRMT4B,PRMT4B (AT3G06930)
AT3G06940,AT3G06940,AT3G06940
AT3G06950,AT3G06950,AT3G06950 (AT3G06950)
AT3G06960,PDE320,PDE320 (AT3G06960)
AT3G06980,AT3G06980,AT3G06980 (AT3G06980)
AT3G06985,LCR44,LCR44 (AT3G06985)
AT3G07010,AT3G07010,AT3G07010 (AT3G07010)
AT3G07020,SGT,SGT (AT3G07020)
AT3G07030,AT3G07030,AT3G07030 (AT3G07030)
AT3G07040,RPM1,RPM1 (AT3G07040)
AT3G07050,NSN1,NSN1 (AT3G07050)
AT3G07060,emb1974,emb1974 (AT3G07060)
AT3G07080,AT3G07080,AT3G07080 (AT3G07080)
AT3G07090,AT3G07090,AT3G07090 (AT3G07090)
AT3G07100,ERMO2,ERMO2 (AT3G07100)
AT3G07110,AT3G07110,AT3G07110 (AT3G07110)
AT3G07130,PAP15,PAP15 (AT3G07130)
AT3G07140,AT3G07140,AT3G07140 (AT3G07140)
AT3G07150,AT3G07150,AT3G07150 (AT3G07150)
AT3G07160,GSL10,GSL10 (AT3G07160)
AT3G07170,AT3G07170,AT3G07170 (AT3G07170)
AT3G07180,AT3G07180,AT3G07180 (AT3G07180)
AT3G07190,AT3G07190,AT3G07190 (AT3G07190)
AT3G07195,AT3G07195,AT3G07195 (AT3G07195)
AT3G07200,AT3G07200,AT3G07200 (AT3G07200)
AT3G07210,AT3G07210,AT3G07210 (AT3G07210)
AT3G07215,AT3G07215,AT3G07215 (AT3G07215)
AT3G07220,FHA2,FHA2 (AT3G07220)
AT3G07230,AT3G07230,AT3G07230 (AT3G07230)
AT3G07260,AT3G07260,AT3G07260 (AT3G07260)
AT3G07270,AT3G07270,AT3G07270 (AT3G07270)
AT3G07273,AT3G07273,AT3G07273 (AT3G07273)
AT3G07274,AT3G07274,AT3G07274
AT3G07280,AT3G07280,AT3G07280
AT3G07300,AT3G07300,AT3G07300 (AT3G07300)
AT3G07310,AT3G07310,AT3G07310 (AT3G07310)
AT3G07320,AT3G07320,AT3G07320 (AT3G07320)
AT3G07330,CSLC6,CSLC6 (AT3G07330)
AT3G07340,AT3G07340,AT3G07340 (AT3G07340)
AT3G07350,F21O3.6,F21O3.6 (AT3G07350)
AT3G07360,PUB9,PUB9 (AT3G07360)
AT3G07370,CHIP,CHIP (AT3G07370)
AT3G07380,AT3G07380,AT3G07380 (AT3G07380)
AT3G07390,AIR12,AIR12 (AT3G07390)
AT3G07400,AT3G07400,AT3G07400 (AT3G07400)
AT3G07410,RABA5b,RABA5b (AT3G07410)
AT3G07420,NS2,NS2 (AT3G07420)
AT3G07430,YLMG1-1,YLMG1-1 (AT3G07430)
AT3G07440,AT3G07440,AT3G07440 (AT3G07440)
AT3G07450,AT3G07450,AT3G07450 (AT3G07450)
AT3G07460,AT3G07460,AT3G07460 (AT3G07460)
AT3G07470,AT3G07470,AT3G07470 (AT3G07470)
AT3G07480,AT3G07480,AT3G07480 (AT3G07480)
AT3G07500,AT3G07500,AT3G07500 (AT3G07500)
AT3G07510,AT3G07510,AT3G07510 (AT3G07510)
AT3G07520,GLR1.4,GLR1.4 (AT3G07520)
AT3G07525,ATG10,ATG10 (AT3G07525)
AT3G07530,AT3G07530,AT3G07530 (AT3G07530)
AT3G07540,AT3G07540,AT3G07540 (AT3G07540)
AT3G07550,AT3G07550,AT3G07550 (AT3G07550)
AT3G07560,PEX13,PEX13 (AT3G07560)
AT3G07565,AT3G07565,AT3G07565 (AT3G07565)
AT3G07568,AT3G07568,AT3G07568 (AT3G07568)
AT3G07570,AT3G07570,AT3G07570 (AT3G07570)
AT3G07580,AT3G07580,AT3G07580 (AT3G07580)
AT3G07590,AT3G07590,AT3G07590 (AT3G07590)
AT3G07610,IBM1,IBM1 (AT3G07610)
AT3G07630,ADT2,ADT2 (AT3G07630)
AT3G07640,AT3G07640,AT3G07640 (AT3G07640)
AT3G07650,COL9,COL9 (AT3G07650)
AT3G07660,AT3G07660,AT3G07660 (AT3G07660)
AT3G07670,AT3G07670,AT3G07670 (AT3G07670)
AT3G07680,p24beta2,p24beta2 (AT3G07680)
AT3G07690,AT3G07690,AT3G07690 (AT3G07690)
AT3G07700,AT3G07700,AT3G07700 (AT3G07700)
AT3G07720,AT3G07720,AT3G07720 (AT3G07720)
AT3G07730,AT3G07730,AT3G07730 (AT3G07730)
AT3G07740,ADA2A,ADA2A (AT3G07740)
AT3G07750,AT3G07750,AT3G07750 (AT3G07750)
AT3G07760,AT3G07760,AT3G07760 (AT3G07760)
AT3G07770,Hsp89.1,Hsp89.1 (AT3G07770)
AT3G07780,OBE1,OBE1 (AT3G07780)
AT3G07790,AT3G07790,AT3G07790 (AT3G07790)
AT3G07800,TK1a,TK1a (AT3G07800)
AT3G07810,AT3G07810,AT3G07810 (AT3G07810)
AT3G07860,AT3G07860,AT3G07860 (AT3G07860)
AT3G07870,AT3G07870,AT3G07870 (AT3G07870)
AT3G07880,SCN1,SCN1 (AT3G07880)
AT3G07890,AT3G07890,AT3G07890 (AT3G07890)
AT3G07910,AT3G07910,AT3G07910 (AT3G07910)
AT3G07930,AT3G07930,AT3G07930 (AT3G07930)
AT3G07940,AT3G07940,AT3G07940 (AT3G07940)
AT3G07950,AT3G07950,AT3G07950 (AT3G07950)
AT3G07960,PIP5K6,PIP5K6 (AT3G07960)
AT3G07980,MAPKKK6,MAPKKK6 (AT3G07980)
AT3G07990,SCPL27,SCPL27 (AT3G07990)
AT3G08000,AT3G08000,AT3G08000 (AT3G08000)
AT3G08010,ATAB2,ATAB2 (AT3G08010)
AT3G08020,AT3G08020,AT3G08020 (AT3G08020)
AT3G08030,AT3G08030,AT3G08030 (AT3G08030)
AT3G08040,FRD3,FRD3 (AT3G08040)
AT3G08490,AT3G08490,AT3G08490 (AT3G08490)
AT3G08500,MYB83,MYB83 (AT3G08500)
AT3G08505,AT3G08505,AT3G08505 (AT3G08505)
AT3G08510,PLC2,PLC2 (AT3G08510)
AT3G08520,AT3G08520,AT3G08520 (AT3G08520)
AT3G08530,AT3G08530,AT3G08530 (AT3G08530)
AT3G08550,KOB1,KOB1 (AT3G08550)
AT3G08570,AT3G08570,AT3G08570 (AT3G08570)
AT3G08580,AAC1,AAC1 (AT3G08580)
AT3G08590,iPGAM2,iPGAM2 (AT3G08590)
AT3G08600,AT3G08600,AT3G08600 (AT3G08600)
AT3G08610,AT3G08610,AT3G08610 (AT3G08610)
AT3G08620,AT3G08620,AT3G08620 (AT3G08620)
AT3G08630,AT3G08630,AT3G08630 (AT3G08630)
AT3G08640,AT3G08640,AT3G08640 (AT3G08640)
AT3G08650,AT3G08650,AT3G08650 (AT3G08650)
AT3G08660,AT3G08660,AT3G08660 (AT3G08660)
AT3G08670,AT3G08670,AT3G08670 (AT3G08670)
AT3G08680,AT3G08680,AT3G08680 (AT3G08680)
AT3G08690,UBC11,UBC11 (AT3G08690)
AT3G08710,TH9,TH9 (AT3G08710)
AT3G08720,S6K2,S6K2 (AT3G08720)
AT3G08730,PK1,PK1 (AT3G08730)
AT3G08740,AT3G08740,AT3G08740 (AT3G08740)
AT3G08760,ATSIK,ATSIK (AT3G08760)
AT3G08770,LTP6,LTP6 (AT3G08770)
AT3G08780,AT3G08780,AT3G08780 (AT3G08780)
AT3G08800,SIEL,SIEL (AT3G08800)
AT3G08820,AT3G08820,AT3G08820 (AT3G08820)
AT3G08840,AT3G08840,AT3G08840 (AT3G08840)
AT3G08850,RAPTOR1,RAPTOR1 (AT3G08850)
AT3G08860,PYD4,PYD4 (AT3G08860)
AT3G08870,AT3G08870,AT3G08870 (AT3G08870)
AT3G08880,AT3G08880,AT3G08880 (AT3G08880)
AT3G08885,AT3G08885,AT3G08885
AT3G08890,AT3G08890,AT3G08890 (AT3G08890)
AT3G08910,AT3G08910,AT3G08910 (AT3G08910)
AT3G08920,AT3G08920,AT3G08920 (AT3G08920)
AT3G08930,AT3G08930,AT3G08930 (AT3G08930)
AT3G08940,LHCB4.2,LHCB4.2 (AT3G08940)
AT3G08943,AT3G08943,AT3G08943
AT3G08947,AT3G08947,AT3G08947 (AT3G08947)
AT3G08950,HCC1,HCC1 (AT3G08950)
AT3G08960,AT3G08960,AT3G08960 (AT3G08960)
AT3G08970,ATERDJ3A,ATERDJ3A (AT3G08970)
AT3G08980,AT3G08980,AT3G08980 (AT3G08980)
AT3G08990,AT3G08990,AT3G08990 (AT3G08990)
AT3G09000,AT3G09000,AT3G09000 (AT3G09000)
AT3G09010,AT3G09010,AT3G09010 (AT3G09010)
AT3G09020,AT3G09020,AT3G09020 (AT3G09020)
AT3G09030,AT3G09030,AT3G09030 (AT3G09030)
AT3G09032,AT3G09032,AT3G09032 (AT3G09032)
AT3G09035,AT3G09035,AT3G09035 (AT3G09035)
AT3G09040,AT3G09040,AT3G09040 (AT3G09040)
AT3G09050,AT3G09050,AT3G09050 (AT3G09050)
AT3G09060,AT3G09060,AT3G09060 (AT3G09060)
AT3G09070,OPS,OPS (AT3G09070)
AT3G09085,AT3G09085,AT3G09085 (AT3G09085)
AT3G09090,DEX1,DEX1 (AT3G09090)
AT3G09100,AT3G09100,AT3G09100 (AT3G09100)
AT3G09150,HY2,HY2 (AT3G09150)
AT3G09180,AT3G09180,AT3G09180 (AT3G09180)
AT3G09190,AT3G09190,AT3G09190 (AT3G09190)
AT3G09200,AT3G09200,AT3G09200 (AT3G09200)
AT3G09210,PTAC13,PTAC13 (AT3G09210)
AT3G09230,MYB1,MYB1 (AT3G09230)
AT3G09250,AT3G09250,AT3G09250 (AT3G09250)
AT3G09300,ORP3B,ORP3B (AT3G09300)
AT3G09310,AT3G09310,AT3G09310 (AT3G09310)
AT3G09320,AT3G09320,AT3G09320 (AT3G09320)
AT3G09350,Fes1A,Fes1A (AT3G09350)
AT3G09360,AT3G09360,AT3G09360 (AT3G09360)
AT3G09370,MYB3R-3,MYB3R-3 (AT3G09370)
AT3G09390,MT2A,MT2A (AT3G09390)
AT3G09405,AT3G09405,AT3G09405 (AT3G09405)
AT3G09410,AT3G09410,AT3G09410 (AT3G09410)
AT3G09430,AT3G09430,AT3G09430 (AT3G09430)
AT3G09440,AT3G09440,AT3G09440 (AT3G09440)
AT3G09450,AT3G09450,AT3G09450 (AT3G09450)
AT3G09470,AT3G09470,AT3G09470 (AT3G09470)
AT3G09480,AT3G09480,AT3G09480 (AT3G09480)
AT3G09490,AT3G09490,AT3G09490 (AT3G09490)
AT3G09500,AT3G09500,AT3G09500 (AT3G09500)
AT3G09520,EXO70H4,EXO70H4 (AT3G09520)
AT3G09540,AT3G09540,AT3G09540 (AT3G09540)
AT3G09550,AT3G09550,AT3G09550 (AT3G09550)
AT3G09560,PAH1,PAH1 (AT3G09560)
AT3G09570,AT3G09570,AT3G09570 (AT3G09570)
AT3G09580,AT3G09580,AT3G09580 (AT3G09580)
AT3G09600,RVE8,RVE8 (AT3G09600)
AT3G09630,AT3G09630,AT3G09630 (AT3G09630)
AT3G09650,HCF152,HCF152 (AT3G09650)
AT3G09660,MCM8,MCM8 (AT3G09660)
AT3G09670,AT3G09670,AT3G09670 (AT3G09670)
AT3G09690,AT3G09690,AT3G09690 (AT3G09690)
AT3G09700,AT3G09700,AT3G09700 (AT3G09700)
AT3G09710,IQD1,IQD1 (AT3G09710)
AT3G09720,AT3G09720,AT3G09720 (AT3G09720)
AT3G09730,AT3G09730,AT3G09730 (AT3G09730)
AT3G09735,AT3G09735,AT3G09735 (AT3G09735)
AT3G09740,SYP71,SYP71 (AT3G09740)
AT3G09760,AT3G09760,AT3G09760 (AT3G09760)
AT3G09770,LOG2,LOG2 (AT3G09770)
AT3G09780,CCR1,CCR1 (AT3G09780)
AT3G09800,AT3G09800,AT3G09800 (AT3G09800)
AT3G09810,IDH-VI,IDH-VI (AT3G09810)
AT3G09820,ADK1,ADK1 (AT3G09820)
AT3G09830,AT3G09830,AT3G09830 (AT3G09830)
AT3G09840,CDC48,CDC48 (AT3G09840)
AT3G09850,AT3G09850,AT3G09850 (AT3G09850)
AT3G09860,AT3G09860,AT3G09860 (AT3G09860)
AT3G09870,AT3G09870,AT3G09870 (AT3G09870)
AT3G09880,ATB' BETA,ATB' BETA (AT3G09880)
AT3G09890,AT3G09890,AT3G09890 (AT3G09890)
AT3G09900,RABE1e,RABE1e (AT3G09900)
AT3G09910,RABC2b,RABC2b (AT3G09910)
AT3G09920,PIP5K9,PIP5K9 (AT3G09920)
AT3G09925,AT3G09925,AT3G09925 (AT3G09925)
AT3G09970,AT3G09970,AT3G09970 (AT3G09970)
AT3G09980,AT3G09980,AT3G09980 (AT3G09980)
AT3G10010,DML2,DML2 (AT3G10010)
AT3G10020,AT3G10020,AT3G10020 (AT3G10020)
AT3G10030,AT3G10030,AT3G10030 (AT3G10030)
AT3G10040,AT3G10040,AT3G10040 (AT3G10040)
AT3G10050,OMR1,OMR1 (AT3G10050)
AT3G10060,AT3G10060,AT3G10060 (AT3G10060)
AT3G10070,TAF12,TAF12 (AT3G10070)
AT3G10080,AT3G10080,AT3G10080 (AT3G10080)
AT3G10090,AT3G10090,AT3G10090 (AT3G10090)
AT3G10110,MEE67,MEE67 (AT3G10110)
AT3G10116,AT3G10116,AT3G10116 (AT3G10116)
AT3G10120,AT3G10120,AT3G10120 (AT3G10120)
AT3G10130,AT3G10130,AT3G10130 (AT3G10130)
AT3G10140,RECA3,RECA3 (AT3G10140)
AT3G10150,PAP16,PAP16 (AT3G10150)
AT3G10160,DFC,DFC (AT3G10160)
AT3G10180,AT3G10180,AT3G10180 (AT3G10180)
AT3G10185,AT3G10185,AT3G10185 (AT3G10185)
AT3G10190,AT3G10190,AT3G10190 (AT3G10190)
AT3G10210,AT3G10210,AT3G10210 (AT3G10210)
AT3G10220,EMB2804,EMB2804 (AT3G10220)
AT3G10230,LYC,LYC (AT3G10230)
AT3G10250,AT3G10250,AT3G10250 (AT3G10250)
AT3G10260,AT3G10260,AT3G10260 (AT3G10260)
AT3G10270,GYRB1,GYRB1 (AT3G10270)
AT3G10300,AT3G10300,AT3G10300 (AT3G10300)
AT3G10310,AT3G10310,AT3G10310 (AT3G10310)
AT3G10330,AT3G10330,AT3G10330 (AT3G10330)
AT3G10340,PAL4,PAL4 (AT3G10340)
AT3G10350,AT3G10350,AT3G10350 (AT3G10350)
AT3G10360,PUM4,PUM4 (AT3G10360)
AT3G10370,SDP6,SDP6 (AT3G10370)
AT3G10380,SEC8,SEC8 (AT3G10380)
AT3G10390,FLD,FLD (AT3G10390)
AT3G10400,U11/U12-31K,U11/U12-31K (AT3G10400)
AT3G10405,AT3G10405,AT3G10405 (AT3G10405)
AT3G10410,SCPL49,SCPL49 (AT3G10410)
AT3G10420,SPD1,SPD1 (AT3G10420)
AT3G10440,AT3G10440,AT3G10440 (AT3G10440)
AT3G10450,SCPL7,SCPL7 (AT3G10450)
AT3G10480,NAC050,NAC050 (AT3G10480)
AT3G10490,NAC052,NAC052 (AT3G10490)
AT3G10500,NAC053,NAC053 (AT3G10500)
AT3G10520,HB2,HB2 (AT3G10520)
AT3G10525,LGO,LGO (AT3G10525)
AT3G10530,AT3G10530,AT3G10530 (AT3G10530)
AT3G10540,AT3G10540,AT3G10540 (AT3G10540)
AT3G10550,MTM1,MTM1 (AT3G10550)
AT3G10570,CYP77A6,CYP77A6 (AT3G10570)
AT3G10572,APEM9,APEM9 (AT3G10572)
AT3G10590,AT3G10590,AT3G10590 (AT3G10590)
AT3G10600,CAT7,CAT7 (AT3G10600)
AT3G10610,AT3G10610,AT3G10610 (AT3G10610)
AT3G10620,NUDX26,NUDX26 (AT3G10620)
AT3G10630,AT3G10630,AT3G10630 (AT3G10630)
AT3G10640,VPS60.1,VPS60.1 (AT3G10640)
AT3G10650,NUP1,NUP1 (AT3G10650)
AT3G10660,CPK2,CPK2 (AT3G10660)
AT3G10670,NAP7,NAP7 (AT3G10670)
AT3G10680,AT3G10680,AT3G10680 (AT3G10680)
AT3G10690,GYRA,GYRA (AT3G10690)
AT3G10700,GalAK,GalAK (AT3G10700)
AT3G10720,AT3G10720,AT3G10720 (AT3G10720)
AT3G10730,SUN2,SUN2 (AT3G10730)
AT3G10740,ASD1,ASD1 (AT3G10740)
AT3G10760,AT3G10760,AT3G10760 (AT3G10760)
AT3G10770,AT3G10770,AT3G10770 (AT3G10770)
AT3G10800,BZIP28,BZIP28 (AT3G10800)
AT3G10810,AT3G10810,AT3G10810 (AT3G10810)
AT3G10815,AT3G10815,AT3G10815 (AT3G10815)
AT3G10820,AT3G10820,AT3G10820 (AT3G10820)
AT3G10840,AT3G10840,AT3G10840 (AT3G10840)
AT3G10850,GLY2,GLY2 (AT3G10850)
AT3G10860,AT3G10860,AT3G10860 (AT3G10860)
AT3G10870,MES17,MES17 (AT3G10870)
AT3G10880,AT3G10880,AT3G10880 (AT3G10880)
AT3G10912,AT3G10912,AT3G10912
AT3G10915,AT3G10915,AT3G10915 (AT3G10915)
AT3G10920,MSD1,MSD1 (AT3G10920)
AT3G10930,AT3G10930,AT3G10930 (AT3G10930)
AT3G10940,LSF2,LSF2 (AT3G10940)
AT3G10960,AZG1,AZG1 (AT3G10960)
AT3G10970,AT3G10970,AT3G10970 (AT3G10970)
AT3G10980,AT3G10980,AT3G10980 (AT3G10980)
AT3G10985,SAG20,SAG20 (AT3G10985)
AT3G11020,DREB2B,DREB2B (AT3G11020)
AT3G11030,TBL32,TBL32 (AT3G11030)
AT3G11040,ENGase85B,ENGase85B (AT3G11040)
AT3G11050,FER2,FER2 (AT3G11050)
AT3G11070,AT3G11070,AT3G11070 (AT3G11070)
AT3G11080,RLP35,RLP35 (AT3G11080)
AT3G11090,LBD21,LBD21 (AT3G11090)
AT3G11100,AT3G11100,AT3G11100 (AT3G11100)
AT3G11110,AT3G11110,AT3G11110 (AT3G11110)
AT3G11120,AT3G11120,AT3G11120 (AT3G11120)
AT3G11130,AT3G11130,AT3G11130 (AT3G11130)
AT3G11150,AT3G11150,AT3G11150 (AT3G11150)
AT3G11160,AT3G11160,AT3G11160 (AT3G11160)
AT3G11170,FAD7,FAD7 (AT3G11170)
AT3G11200,AL2,AL2 (AT3G11200)
AT3G11210,AT3G11210,AT3G11210 (AT3G11210)
AT3G11220,ELO1,ELO1 (AT3G11220)
AT3G11230,AT3G11230,AT3G11230 (AT3G11230)
AT3G11240,ATE2,ATE2 (AT3G11240)
AT3G11250,AT3G11250,AT3G11250 (AT3G11250)
AT3G11270,MEE34,MEE34 (AT3G11270)
AT3G11280,AT3G11280,AT3G11280 (AT3G11280)
AT3G11290,AT3G11290,AT3G11290 (AT3G11290)
AT3G11320,AT3G11320,AT3G11320 (AT3G11320)
AT3G11330,PIRL9,PIRL9 (AT3G11330)
AT3G11340,UGT76B1,UGT76B1 (AT3G11340)
AT3G11397,PRA1.A3,PRA1.A3 (AT3G11397)
AT3G11400,EIF3G1,EIF3G1 (AT3G11400)
AT3G11405,AT3G11405,AT3G11405 (AT3G11405)
AT3G11410,PP2CA,PP2CA (AT3G11410)
AT3G11415,AT3G11415,AT3G11415 (AT3G11415)
AT3G11420,AT3G11420,AT3G11420 (AT3G11420)
AT3G11440,MYB65,MYB65 (AT3G11440)
AT3G11450,AT3G11450,AT3G11450 (AT3G11450)
AT3G11460,AT3G11460,AT3G11460 (AT3G11460)
AT3G11470,AT3G11470,AT3G11470 (AT3G11470)
AT3G11480,BSMT1,BSMT1 (AT3G11480)
AT3G11490,AT3G11490,AT3G11490 (AT3G11490)
AT3G11500,AT3G11500,AT3G11500 (AT3G11500)
AT3G11510,AT3G11510,AT3G11510 (AT3G11510)
AT3G11520,CYCB1;3,CYCB1;3 (AT3G11520)
AT3G11530,AT3G11530,AT3G11530 (AT3G11530)
AT3G11540,SPY,SPY (AT3G11540)
AT3G11560,AT3G11560,AT3G11560 (AT3G11560)
AT3G11570,TBL8,TBL8 (AT3G11570)
AT3G11580,AT3G11580,AT3G11580 (AT3G11580)
AT3G11590,AT3G11590,AT3G11590 (AT3G11590)
